ocupacao,Studio/1q (Centro),2q (Centro),3q+ (geral)
0.4,7.381225379822424,7.187426980127326,4.370587552284312
0.5,9.22653172477803,8.984283725159157,5.46323444035539
0.6,11.071838069733634,10.781140470190987,6.555881328426468
0.7,12.91714441468924,12.577997215222819,7.648528216497545
0.8,14.762450759644848,14.374853960254653,8.741175104568624
