airbnb_listing_id,number_of_bedrooms,number_of_bathrooms,number_of_guests,listing_type,owner_id,suburb_norm,perfil,noites,receita_bruta,adr,adr_mediana,data_min,data_max,receita_anual_potencial,receita_anual_60,is_superhost
794707921952592251,1,1.0,2,outros,143336765,Meia Praia,Studio/1q,48,7342.5,152.96875,150.0,2025-01-28,2025-04-06,55833.59375,33500.15625,False
54365625,3,2.0,8,casa,440930162,Ilhota,3q+,81,54335.0,670.8024691358024,700.0,2025-01-26,2025-04-20,244842.9012345679,146905.74074074073,False
49824103,3,2.0,8,apartamento,235236091,Meia Praia,3q+,47,48600.6,458.4962264150943,440.0,2025-02-24,2025-04-20,167351.12264150943,100410.67358490566,False
1067320906990424780,3,2.0,6,apartamento,227777128,Centro,3q+,61,95823.5,614.2532051282051,538.25,2025-02-12,2025-04-20,224202.41987179485,134521.4519230769,False
1082133757143221839,3,2.0,6,apartamento,559881238,Meia Praia,3q+,17,30281.3334,1211.253336,1200.0,2025-01-27,2025-02-12,442107.46764,265264.480584,True
980365989956218871,3,3.0,9,apartamento,363007942,Meia Praia,3q+,73,111589.5,1528.623287671233,1582.0,2025-01-21,2025-04-06,557947.5,334768.5,True
45350304,3,2.0,8,apartamento,366616428,Meia Praia,3q+,79,105778.0,729.5034482758621,450.0,2025-02-01,2025-04-20,266268.7586206897,159761.2551724138,True
53154219,2,2.0,5,apartamento,430294957,Meia Praia,2q,87,142096.3334,628.7448380530974,578.0,2025-01-24,2025-04-20,229491.86588938054,137695.1195336283,False
782734966853311782,3,3.0,8,apartamento,271139340,Meia Praia,3q+,79,161813.5,770.5404761904762,580.0,2025-01-21,2025-04-20,281247.2738095238,168748.36428571425,True
1207335703563012811,1,1.0,2,apartamento,227777128,Centro,Studio/1q,82,91621.91666,434.22709317535544,427.0,2025-01-13,2025-04-20,158492.88900900472,95095.73340540283,False
1033202997223117530,4,3.0,12,apartamento,472903083,Meia Praia,3q+,29,56227.8333,1938.8908034482758,1800.0,2025-01-23,2025-03-15,707695.1432586206,424617.08595517237,True
52536443,2,2.0,5,apartamento,160830266,Centro,2q,26,14830.0,390.2631578947368,400.0,2025-03-03,2025-04-20,142446.05263157893,85467.63157894736,False
30271062,2,1.0,6,apartamento,58608265,Meia Praia,2q,76,40621.0,534.4868421052631,583.0,2025-01-22,2025-04-07,195087.69736842104,117052.61842105263,False
31069380,3,3.0,6,apartamento,66858411,Meia Praia,3q+,21,47789.5,783.4344262295082,809.0,2025-01-14,2025-03-09,285953.5655737705,171572.13934426228,False
1193496259129259761,2,2.0,6,apartamento,227777128,Centro,2q,86,159264.9166,720.6557312217194,723.0,2025-01-22,2025-04-20,263039.34189592756,157823.60513755653,False
1297930815921503919,3,2.0,6,apartamento,227777128,Meia Praia,3q+,76,185080.1666,930.051088442211,871.0,2025-01-20,2025-04-20,339468.64728140703,203681.18836884422,False
46878566,3,3.0,6,apartamento,96224012,Centro,3q+,81,106596.0,507.6,500.0,2025-01-29,2025-04-19,185274.0,111164.4,False
639216644351145145,5,5.0,14,apartamento,421185794,Meia Praia,3q+,16,15400.0,962.5,900.0,2025-03-16,2025-04-15,351312.5,210787.5,True
995680028058206783,6,9.0,16,casa,378326074,Sertaozinho,3q+,96,587908.0,3520.4071856287424,3500.0,2025-01-07,2025-04-20,1284948.622754491,770969.1736526946,False
46769078,3,3.0,8,apartamento,236629473,Meia Praia,3q+,93,214952.2832,906.97165907173,988.0,2025-01-07,2025-04-19,331044.6555611814,198626.79333670886,False
1008029204257210230,2,1.0,4,casa,437574735,Morretes,2q,68,57258.20836,321.6753278651685,315.0,2025-01-21,2025-03-31,117411.49467078652,70446.8968024719,False
31511990,2,2.0,5,casa,236114644,Sertaozinho,2q,86,41575.0,483.43023255813955,500.0,2025-01-25,2025-04-20,176452.03488372095,105871.22093023256,False
3263701,4,4.0,12,apartamento,10844679,Meia Praia,3q+,26,73600.0,1533.3333333333333,1650.0,2025-02-08,2025-04-10,559666.6666666666,335799.99999999994,False
914342944500490787,3,4.0,8,apartamento,157399374,Meia Praia,3q+,42,29152.8333,694.1150785714285,583.0,2025-02-24,2025-04-06,253352.0036785714,152011.20220714284,True
54005716,1,1.0,4,casa,240482946,None,Studio/1q,43,34400.0,800.0,800.0,2025-02-23,2025-04-06,292000.0,175200.0,False
812231708820863156,4,3.0,8,apartamento,120608403,Meia Praia,3q+,58,89417.6669,677.4065674242424,500.0,2025-01-31,2025-04-16,247253.39710984848,148352.03826590907,True
1236367599770739400,1,1.0,4,apartamento,426472149,Centro,Studio/1q,59,34172.0,579.1864406779661,600.0,2025-01-26,2025-04-20,211403.0508474576,126841.83050847455,True
31278015,3,2.0,8,apartamento,180302094,Meia Praia,3q+,56,28240.0,504.2857142857143,430.0,2025-02-24,2025-04-20,184064.2857142857,110438.57142857142,False
1163772289534164479,4,3.0,12,casa,558894521,Tabuleiro Dos Oliveiras,3q+,68,309592.0,1810.4795321637428,1700.0,2025-01-09,2025-04-20,660825.0292397661,396495.0175438596,True
54245203,2,2.0,5,apartamento,103191161,Meia Praia,2q,23,40819.5,591.5869565217391,578.0,2025-02-02,2025-03-09,215929.23913043478,129557.54347826086,False
684782448665574114,3,2.0,9,apartamento,414476763,Meia Praia,3q+,60,89805.0,615.1027397260274,650.0,2025-02-12,2025-04-20,224512.5,134707.5,True
1260073533686146608,1,1.0,2,apartamento,227777128,Centro,Studio/1q,76,81719.0,437.0,377.0,2025-01-20,2025-04-20,159505.0,95703.0,False
53656846,1,1.0,2,casa,101949914,Alto Sao Bento,Studio/1q,43,13010.0,302.5581395348837,400.0,2025-01-07,2025-04-06,110433.72093023255,66260.23255813953,False
27910707,3,3.0,6,apartamento,115337089,Centro,3q+,81,126139.2,1557.274074074074,1680.0,2025-01-14,2025-04-06,568405.037037037,341043.0222222222,False
34540951,3,3.0,8,apartamento,244081776,Meia Praia,3q+,70,105945.5,605.4028571428571,558.0,2025-01-30,2025-04-20,220972.04285714283,132583.22571428568,True
39685785,2,2.0,7,apartamento,290793972,Meia Praia,2q,73,91266.89162,540.040778816568,450.0,2025-02-07,2025-04-20,197114.88426804735,118268.9305608284,True
39642773,3,1.0,8,casa,225090146,Meia Praia,3q+,46,17050.0,370.6521739130435,400.0,2025-02-20,2025-04-06,135288.04347826086,81172.82608695651,True
43712530,3,3.0,7,apartamento,59078946,Meia Praia,3q+,21,42063.0,667.6666666666666,701.0,2025-02-08,2025-02-28,243698.3333333333,146218.99999999997,True
30519162,4,7.0,8,casa,229022288,Canto Da Praia,3q+,91,354900.0,3900.0,3900.0,2025-01-07,2025-04-07,1423500.0,854100.0,False
693024169316156606,2,2.0,6,apartamento,284732986,Meia Praia,2q,44,77126.99994,602.55468703125,562.0,2025-01-23,2025-03-31,219932.46076640624,131959.47645984375,True
612245203931813020,4,3.0,9,apartamento,120391588,Meia Praia,3q+,66,141783.0,824.3197674418604,900.0,2025-01-10,2025-04-17,300876.7151162791,180526.02906976745,True
29008738,4,3.0,10,apartamento,157642052,Meia Praia,3q+,56,78008.0,573.5882352941177,494.0,2025-01-15,2025-04-17,209359.70588235295,125615.82352941176,True
47421617,2,2.0,5,apartamento,160830266,Centro,2q,36,14550.83334,404.18981499999995,370.0,2025-02-24,2025-03-31,147529.28247499999,88517.56948499999,False
769009482417170004,1,1.0,4,apartamento,222410401,Morretes,Studio/1q,75,96237.0,590.4110429447853,480.0,2025-01-23,2025-04-20,215500.03067484664,129300.01840490798,True
23299596,2,1.0,6,apartamento,154361388,Meia Praia,2q,36,22048.0,612.4444444444445,553.0,2025-01-15,2025-03-28,223542.22222222222,134125.3333333333,True
39394196,3,2.0,8,apartamento,302592772,Meia Praia,3q+,23,8137.5,353.80434782608694,350.0,2025-03-15,2025-04-06,129138.58695652173,77483.15217391304,False
1062615116593634676,1,1.0,4,apartamento,554715306,Meia Praia,Studio/1q,66,66153.0,441.02,400.0,2025-01-15,2025-04-20,160972.3,96583.37999999999,True
627388721154300829,3,4.0,8,apartamento,111105267,Meia Praia,3q+,26,31705.5,446.556338028169,550.0,2025-02-01,2025-04-10,162993.0633802817,97795.83802816902,False
47260862,2,3.0,8,apartamento,302395914,Meia Praia,2q,44,53965.0,513.952380952381,450.0,2025-01-29,2025-04-20,187592.61904761905,112555.57142857143,False
51983017,2,1.0,5,apartamento,103038239,Meia Praia,2q,29,18443.5,635.9827586206897,549.0,2025-02-26,2025-04-07,232133.7068965517,139280.224137931,True
26026295,2,2.0,5,apartamento,92121131,Meia Praia,2q,27,32504.5,451.4513888888889,390.0,2025-01-21,2025-04-11,164779.75694444447,98867.85416666667,True
916052715744473224,3,4.0,6,apartamento,158685866,Meia Praia,3q+,54,172628.691,1174.344836734694,1150.0,2025-01-06,2025-02-28,428635.8654081633,257181.51924489797,False
1082746592587689161,3,2.0,6,apartamento,104163128,Tabuleiro Dos Oliveiras,3q+,44,26032.5,591.6477272727273,390.0,2025-01-09,2025-03-31,215951.42045454544,129570.85227272726,True
45822839,2,1.0,5,apartamento,101640501,Meia Praia,2q,78,83330.0,455.3551912568306,390.0,2025-01-13,2025-04-20,166204.64480874318,99722.7868852459,True
45382246,5,4.0,12,apartamento,80526805,Centro,3q+,38,24644.5,648.5394736842105,850.0,2025-01-31,2025-04-02,236716.90789473685,142030.1447368421,False
39420557,3,3.0,8,apartamento,296358509,Meia Praia,3q+,33,79126.65,799.2590909090909,800.0,2025-01-27,2025-03-09,291729.5681818182,175037.7409090909,False
1207383031689344642,1,1.0,4,apartamento,227595936,Centro,Studio/1q,76,129584.0,674.9166666666666,800.0,2025-01-12,2025-04-19,246344.5833333333,147806.74999999997,False
52596621,3,3.0,6,apartamento,112652747,Meia Praia,3q+,104,283716.2668,1074.6828287878786,1186.6666,2025-01-07,2025-04-20,392259.2325075757,235355.53950454542,False
978095320445301654,3,3.0,8,apartamento,160909294,Meia Praia,3q+,82,190720.5002,908.1928580952382,900.0,2025-01-14,2025-04-20,331490.39320476196,198894.23592285716,True
21734892,3,2.0,8,apartamento,143699250,Centro,3q+,68,133139.0,792.4940476190476,800.0,2025-02-12,2025-04-20,289260.32738095237,173556.19642857142,True
52884842,4,4.0,10,apartamento,162454953,Meia Praia,3q+,89,169100.0,1900.0,1900.0,2025-01-09,2025-04-07,693500.0,416100.0,False
38852725,3,2.0,8,apartamento,152893116,Meia Praia,3q+,62,82107.0,516.3962264150944,450.0,2025-01-26,2025-04-20,188484.62264150943,113090.77358490565,True
985716714802993034,2,2.0,4,apartamento,537941346,Morretes,2q,48,48891.6667,425.144927826087,500.0,2025-03-04,2025-04-20,155177.89865652175,93106.73919391305,False
1277671971539993475,1,1.0,2,apartamento,399732548,Centro,Studio/1q,30,8457.5,281.9166666666667,273.5,2025-03-04,2025-04-18,102899.58333333334,61739.75,True
22231120,1,1.0,4,apartamento,73707795,Ilhota,Studio/1q,80,26756.83334,334.46041675000004,341.0,2025-01-31,2025-04-20,122078.05211375002,73246.83126825001,True
742262889162653132,1,1.0,2,casa,439660269,Sertaozinho,Studio/1q,56,9913.0,177.01785714285714,180.0,2025-01-12,2025-03-31,64611.517857142855,38766.91071428571,False
1321134786322096510,3,2.0,6,apartamento,227777128,Meia Praia,3q+,88,155056.25,724.5619158878504,634.0,2025-01-23,2025-04-20,264465.0992990654,158679.05957943926,False
18395333,3,3.0,8,apartamento,47786100,Meia Praia,3q+,64,101574.0,611.8915662650602,600.0,2025-02-09,2025-04-17,223340.42168674697,134004.25301204817,True
38957661,3,3.0,8,apartamento,163733499,Meia Praia,3q+,55,66720.0,546.8852459016393,400.0,2025-01-22,2025-04-20,199613.11475409835,119767.86885245901,False
906701409648697471,2,2.0,6,apartamento,320881853,Meia Praia,2q,57,83156.0,577.4722222222222,598.0,2025-02-07,2025-04-20,210777.3611111111,126466.41666666666,False
46678933,3,3.0,7,apartamento,319660499,Meia Praia,3q+,97,122400.0,760.2484472049689,750.0,2025-01-14,2025-04-20,277490.68322981364,166494.40993788818,False
31945494,3,2.0,8,apartamento,239512859,Meia Praia,3q+,70,94976.4999,575.6151509090909,630.0,2025-02-03,2025-04-17,210099.53008181817,126059.7180490909,False
1137698308528017474,3,2.0,6,apartamento,227777128,Meia Praia,3q+,53,93402.0833,707.5915401515151,650.25,2025-02-03,2025-04-20,258270.91215530303,154962.54729318182,False
44425260,2,2.0,8,apartamento,240428142,Meia Praia,2q,66,32776.8,496.6181818181819,450.0,2025-01-31,2025-04-20,181265.63636363638,108759.38181818182,False
41590719,2,1.0,6,apartamento,47311819,Meia Praia,2q,73,73139.5,420.3419540229885,400.0,2025-01-14,2025-04-20,153424.8132183908,92054.88793103448,True
1045592510645908121,2,1.0,7,apartamento,492054528,Meia Praia,2q,65,32694.0,502.9846153846154,500.0,2025-01-09,2025-04-06,183589.38461538462,110153.63076923077,True
1014245162199655907,2,2.0,6,apartamento,544216800,Meia Praia,2q,43,61848.5,572.6712962962963,600.0,2025-03-06,2025-04-17,209025.02314814815,125415.01388888888,False
985445004274818605,1,1.0,2,outros,245812049,Centro,Studio/1q,59,9741.5,165.11016949152543,150.0,2025-01-26,2025-04-17,60265.21186440678,36159.127118644064,True
1049417084065072931,2,2.0,4,apartamento,87293045,Morretes,2q,12,11632.5,646.25,647.25,2025-01-20,2025-01-31,235881.25,141528.75,True
28075525,2,2.0,6,apartamento,157399374,Meia Praia,2q,36,34814.5,446.3397435897436,400.0,2025-02-26,2025-04-19,162914.0064102564,97748.40384615384,True
25165914,3,2.0,6,apartamento,190164451,Meia Praia,3q+,87,143215.5,617.3081896551724,700.0,2025-01-08,2025-04-20,225317.48922413794,135190.49353448275,False
52346232,3,2.0,8,apartamento,423212079,Meia Praia,3q+,59,113065.0,763.9527027027027,890.0,2025-01-14,2025-04-16,278842.7364864865,167305.6418918919,False
45184991,2,2.0,5,apartamento,25984866,Meia Praia,2q,62,40176.0,648.0,648.0,2025-01-29,2025-03-31,236520.0,141912.0,True
826617189908528565,1,1.0,4,apartamento,426472149,Meia Praia,Studio/1q,65,68794.16668,477.73726861111106,400.0,2025-01-20,2025-04-20,174374.10304305554,104624.46182583332,True
986565062867231257,1,1.0,2,outros,142707286,Meia Praia,Studio/1q,89,21295.0,239.26966292134833,230.0,2025-01-07,2025-04-07,87333.42696629214,52400.05617977528,False
762112217871324562,3,1.0,7,apartamento,309350590,Meia Praia,3q+,61,77243.0001,567.9632360294117,600.0,2025-01-13,2025-04-17,207306.5811507353,124383.94869044118,True
48624860,2,2.0,7,apartamento,157538002,Meia Praia,2q,18,10150.0,350.0,250.0,2025-01-10,2025-04-17,127750.0,76650.0,False
47089646,2,2.0,7,apartamento,330683989,Centro,2q,51,26826.2,526.0039215686274,472.0,2025-02-15,2025-04-06,191991.431372549,115194.8588235294,False
46451253,3,2.0,7,apartamento,10844679,Meia Praia,3q+,71,110818.5,595.7983870967741,440.0,2025-01-24,2025-04-20,217466.41129032258,130479.84677419355,False
41702158,4,3.0,12,apartamento,180791982,Meia Praia,3q+,46,129900.0,1286.1386138613861,1200.0,2025-02-08,2025-04-17,469440.59405940596,281664.35643564357,True
30560948,3,2.0,6,apartamento,229276388,Meia Praia,3q+,85,185197.1001,881.8909528571429,700.0,2025-01-14,2025-04-20,321890.1977928572,193134.1186757143,False
30098696,1,1.0,2,casa,226154699,Casa Branca,Studio/1q,10,2490.0,249.0,249.0,2025-01-23,2025-02-01,90885.0,54531.0,False
16730935,1,1.0,2,outros,74027937,Meia Praia,Studio/1q,89,22250.0,250.0,250.0,2025-01-21,2025-04-19,91250.0,54750.0,False
1268755217310742256,2,2.0,4,apartamento,156159180,Meia Praia,2q,37,29280.0,791.3513513513514,800.0,2025-01-21,2025-04-06,288843.24324324325,173305.94594594595,False
26895628,4,3.0,12,apartamento,202322940,Meia Praia,3q+,40,93737.0,966.360824742268,850.0,2025-02-13,2025-04-16,352721.7010309278,211633.02061855668,False
39051477,4,4.0,10,apartamento,298545921,Meia Praia,3q+,92,381843.9996,1539.6935467741935,1500.0,2025-01-19,2025-04-20,561988.1445725806,337192.8867435483,False
912678193847993947,1,1.0,2,outros,142707286,Meia Praia,Studio/1q,77,23149.0,300.6363636363636,300.0,2025-01-08,2025-04-06,109732.27272727272,65839.36363636363,False
686743101124580615,3,4.0,8,apartamento,157399374,Meia Praia,3q+,27,22091.5,818.2037037037037,648.0,2025-02-14,2025-03-31,298644.35185185185,179186.6111111111,True
771111761043546355,2,1.0,6,apartamento,167526733,Centro,2q,75,118487.0,598.4191919191919,557.0,2025-02-04,2025-04-19,218423.00505050505,131053.80303030302,False
1187558666042801587,3,2.0,6,apartamento,227777128,Meia Praia,3q+,71,109665.5,648.9082840236687,564.0,2025-01-23,2025-04-20,236851.52366863907,142110.91420118345,False
44369632,3,2.0,8,apartamento,220836478,Meia Praia,3q+,12,10845.0,723.0,705.0,2025-01-15,2025-02-17,263895.0,158337.0,True
21103486,3,2.0,6,apartamento,150870032,Meia Praia,3q+,66,60031.62859,357.3311225595238,350.0,2025-01-22,2025-04-20,130425.8597342262,78255.5158405357,False
718922870189236806,5,4.0,16,apartamento,461891399,Meia Praia,3q+,29,63300.0,2182.7586206896553,2100.0,2025-01-29,2025-03-31,796706.8965517242,478024.1379310345,False
40371384,1,1.0,6,apartamento,137095078,Centro,Studio/1q,91,141104.5832,597.9007762711864,601.0,2025-01-06,2025-04-20,218233.78333898302,130940.2700033898,True
39635217,3,2.0,9,apartamento,84162292,Meia Praia,3q+,23,19511.55,415.13936170212764,385.0,2025-01-22,2025-04-20,151525.8670212766,90915.52021276594,True
52266549,3,2.0,8,apartamento,419526733,Morretes,3q+,77,119063.0,661.4611111111111,700.0,2025-01-26,2025-04-20,241433.30555555556,144859.98333333334,False
22335276,3,3.0,8,casa,163299010,Canto Da Praia,3q+,67,47778.6667,713.114428358209,800.0,2025-01-22,2025-04-05,260286.7663507463,156172.05981044777,False
26334990,3,2.0,11,apartamento,16563569,Meia Praia,3q+,67,189082.8334,1219.8892477419356,1200.0,2025-01-31,2025-04-20,445259.5754258065,267155.7452554839,False
45480718,3,2.0,8,apartamento,365813520,Meia Praia,3q+,12,9277.0,343.5925925925926,450.0,2025-02-10,2025-04-20,125411.2962962963,75246.77777777778,True
21632405,3,2.0,8,apartamento,157399374,Meia Praia,3q+,53,60120.2001,505.2117655462185,408.0,2025-01-29,2025-04-16,184402.29442436976,110641.37665462185,True
730553947980169722,3,2.0,8,apartamento,165255751,Centro,3q+,78,150485.55259,850.2008620903955,900.0,2025-02-01,2025-04-20,310323.31466299435,186193.9887977966,False
618943952389206201,2,2.0,6,apartamento,438301067,Meia Praia,2q,80,107186.5,525.4240196078431,400.0,2025-01-12,2025-04-20,191779.76715686274,115067.86029411764,False
850675824952359571,3,2.0,8,apartamento,25984866,Meia Praia,3q+,68,162635.9762,805.128595049505,802.0,2025-01-10,2025-03-31,293871.9371930693,176323.1623158416,True
1193657356522503551,2,3.0,6,apartamento,25984866,Meia Praia,2q,70,50922.0,727.4571428571429,702.0,2025-01-21,2025-03-31,265521.85714285716,159313.11428571428,True
1271171762063321920,2,2.0,5,apartamento,308538169,Tabuleiro Dos Oliveiras,2q,56,32550.0,581.25,650.0,2025-02-02,2025-04-20,212156.25,127293.75,False
47006355,3,1.0,8,apartamento,231011747,Meia Praia,3q+,49,95099.0,704.437037037037,592.0,2025-01-25,2025-04-06,257119.5185185185,154271.7111111111,True
1181944920258781413,1,1.0,2,apartamento,227777128,Centro,Studio/1q,87,84566.6667,391.5123458333333,374.5,2025-01-15,2025-04-20,142902.00622916667,85741.20373749999,False
22421016,3,3.0,8,apartamento,164170709,Centro,3q+,9,21765.6667,806.1358037037038,800.0,2025-02-15,2025-02-23,294239.5683518519,176543.74101111112,False
42270655,3,2.0,8,casa,335855171,Ilhota,3q+,74,38276.59526,517.2512872972973,490.0,2025-02-02,2025-04-16,188796.7198635135,113278.0319181081,True
756997201912524343,3,3.0,8,apartamento,478564918,Meia Praia,3q+,97,234974.5,947.4778225806451,850.0,2025-01-14,2025-04-20,345829.40524193546,207497.64314516127,False
1233973103621276698,1,1.0,3,apartamento,227777128,Centro,Studio/1q,69,61813.5,398.7967741935484,383.0,2025-01-20,2025-04-20,145560.82258064518,87336.49354838711,False
38319706,3,2.0,7,apartamento,291390217,Meia Praia,3q+,80,118822.1666,571.2604163461539,590.0,2025-01-13,2025-04-20,208510.05196634616,125106.03117980769,False
39007372,3,3.0,6,apartamento,38116885,Meia Praia,3q+,95,276399.2,1101.19203187251,1100.0,2025-01-16,2025-04-20,401935.09163346613,241161.05498007967,False
1074031328011239995,5,1.0,15,casa,557843745,Varzea,3q+,102,330505.5,1856.7724719101125,2000.0,2025-01-08,2025-04-19,677721.9522471911,406633.1713483147,False
22421421,2,1.0,11,casa,20614599,Morretes,2q,56,56983.5,434.98854961832063,347.0,2025-01-14,2025-04-20,158770.82061068702,95262.4923664122,False
31055581,2,2.0,6,apartamento,64678031,Meia Praia,2q,69,66719.0,416.99375,415.0,2025-01-23,2025-04-20,152202.71875,91321.63124999999,False
51669111,3,2.0,8,apartamento,115900186,Meia Praia,3q+,92,180561.9376,733.9916162601626,800.0,2025-01-08,2025-04-19,267906.93993495934,160744.1639609756,True
49369605,3,2.0,8,apartamento,304099262,Meia Praia,3q+,21,10010.33333,238.34126976190475,230.0,2025-02-25,2025-04-07,86994.56346309524,52196.738077857146,False
1303745304497797235,2,1.0,4,apartamento,227777128,Centro,2q,85,152202.25,714.5645539906103,691.0,2025-01-17,2025-04-20,260816.06220657277,156489.63732394367,False
23263225,1,1.0,4,casa,173095913,Centro,Studio/1q,11,3150.5,286.40909090909093,283.0,2025-01-24,2025-02-03,104539.31818181819,62723.59090909091,False
44075219,3,3.0,8,apartamento,346582211,Centro,3q+,14,55904.95,2541.134090909091,2591.6191,2025-01-10,2025-01-23,927513.9431818182,556508.365909091,True
38447436,3,2.0,7,apartamento,108479878,Meia Praia,3q+,101,278794.0,1048.0977443609022,1127.0,2025-01-10,2025-04-20,382555.6766917293,229533.40601503756,False
762192750283483456,2,1.0,4,apartamento,96045548,Meia Praia,2q,67,26503.16666,395.56965164179104,440.0,2025-01-20,2025-03-31,144382.92284925372,86629.75370955223,True
37494985,3,3.0,6,apartamento,274333034,Meia Praia,3q+,84,195884.2501,890.382955,900.0,2025-01-16,2025-04-20,324989.778575,194993.867145,False
41769298,3,2.0,10,apartamento,329978155,Meia Praia,3q+,71,208301.0,1096.321052631579,1100.0,2025-01-07,2025-03-31,400157.18421052635,240094.3105263158,True
36032020,3,2.0,8,apartamento,262876896,Meia Praia,3q+,25,29940.0,598.8,550.0,2025-02-20,2025-04-15,218561.99999999997,131137.19999999998,True
22383070,2,2.0,6,apartamento,9506232,Meia Praia,2q,40,12851.83334,321.29583349999996,250.0,2025-01-27,2025-04-20,117272.97922749998,70363.78753649998,False
53190433,3,2.0,8,apartamento,381365841,Centro,3q+,39,60400.0,794.7368421052631,800.0,2025-01-31,2025-04-19,290078.94736842107,174047.36842105264,False
1011714999685071594,3,2.0,6,apartamento,416640660,Centro,3q+,28,31722.0,556.5263157894736,557.0,2025-03-24,2025-04-20,203132.1052631579,121879.26315789473,True
26839303,2,2.0,8,apartamento,201531634,Meia Praia,2q,52,98372.2833,762.5758395348837,800.0,2025-01-24,2025-04-17,278340.18143023254,167004.10885813952,True
28366360,3,4.0,8,apartamento,214163257,Meia Praia,3q+,67,154847.5,837.0135135135135,1000.0,2025-01-10,2025-04-20,305509.9324324324,183305.95945945944,True
1002341236260011015,2,2.0,4,apartamento,114155924,Morretes,2q,54,19000.0,351.85185185185185,350.0,2025-01-30,2025-04-20,128425.92592592593,77055.55555555555,False
786307999394390316,2,2.0,6,apartamento,148587566,Meia Praia,2q,72,93443.0,591.4113924050633,550.0,2025-01-16,2025-04-20,215865.15822784812,129519.09493670886,True
39414948,3,2.0,8,apartamento,216478948,Meia Praia,3q+,61,94572.0,583.7777777777778,520.0,2025-02-03,2025-04-17,213078.8888888889,127847.33333333334,True
915332897455058900,3,3.0,6,apartamento,227777128,Meia Praia,3q+,68,73100.25,1075.0036764705883,928.0,2025-01-31,2025-04-20,392376.3419117647,235425.80514705883,False
1181723518413479765,1,1.0,4,apartamento,227595936,Centro,Studio/1q,86,45097.0,524.3837209302326,450.0,2025-01-25,2025-04-20,191400.0581395349,114840.03488372093,False
1019756845213291605,1,1.0,2,outros,106642020,Centro,Studio/1q,72,12479.5,173.32638888888889,179.0,2025-01-23,2025-04-20,63264.131944444445,37958.479166666664,True
22191680,2,1.0,6,apartamento,162145287,Meia Praia,2q,80,95790.0,460.52884615384613,400.0,2025-01-25,2025-04-17,168093.02884615384,100855.8173076923,True
41285546,3,2.0,8,apartamento,168804260,Meia Praia,3q+,91,151560.0,647.6923076923077,850.0,2025-01-12,2025-04-19,236407.6923076923,141844.61538461538,False
31682871,2,2.0,5,apartamento,147662807,Centro,2q,41,38471.99998,320.59999983333336,290.0,2025-01-30,2025-03-31,117018.99993916668,70211.39996350001,True
22243318,2,1.0,6,apartamento,103222174,Meia Praia,2q,52,61124.0,550.6666666666666,580.0,2025-02-02,2025-04-20,200993.3333333333,120595.99999999999,True
52172003,2,2.0,6,apartamento,330683989,Centro,2q,42,31383.0,317.0,317.0,2025-03-10,2025-04-20,115705.0,69423.0,False
18506998,2,2.0,4,apartamento,119518729,Centro,2q,20,15313.0,373.4878048780488,350.0,2025-03-04,2025-04-16,136323.04878048782,81793.82926829268,True
39145712,3,2.0,8,apartamento,154361388,Morretes,3q+,31,60862.0,811.4933333333333,662.0,2025-02-07,2025-03-24,296195.06666666665,177717.03999999998,True
1153493820067017135,2,2.0,4,apartamento,25087975,Centro,2q,57,58370.3333,405.34953680555554,396.25,2025-02-06,2025-04-20,147952.58093402776,88771.54856041666,False
53803935,3,2.0,12,apartamento,230786695,Meia Praia,3q+,26,30199.8333,642.549644680851,604.3333,2025-01-22,2025-03-09,234530.6203085106,140718.37218510636,False
47052262,3,2.0,7,apartamento,330683989,Centro,3q+,69,68672.3667,429.202291875,399.0,2025-01-24,2025-04-20,156658.836534375,93995.301920625,False
51866473,3,2.0,8,apartamento,420142305,Meia Praia,3q+,45,58649.3667,543.0496916666666,450.0,2025-02-18,2025-04-20,198213.1374583333,118927.88247499998,True
31397917,1,1.0,3,apartamento,163555140,Meia Praia,Studio/1q,14,3600.0,257.14285714285717,250.0,2025-01-30,2025-02-28,93857.14285714287,56314.28571428572,False
1182040498646675653,2,1.0,6,apartamento,227777128,Centro,2q,66,117675.25,721.9340490797546,644.0,2025-01-13,2025-04-16,263505.9279141104,158103.55674846625,False
1039235354309448898,2,1.0,2,apartamento,549335134,Centro,2q,75,38650.0,204.4973544973545,150.0,2025-01-21,2025-04-17,74641.5343915344,44784.920634920636,True
41404141,3,2.0,6,apartamento,225959170,Meia Praia,3q+,68,116003.8,703.0533333333334,690.0,2025-02-12,2025-04-20,256614.4666666667,153968.68000000002,False
744210382596366805,3,3.0,6,apartamento,160783538,Meia Praia,3q+,55,64563.0002,508.37008031496066,500.0,2025-01-31,2025-04-20,185555.07931496063,111333.04758897638,False
16017693,3,3.0,7,apartamento,104163128,Meia Praia,3q+,36,93671.8668,867.3321000000001,910.0,2025-01-26,2025-03-31,316576.21650000004,189945.7299,True
1044458170286255125,4,5.0,12,apartamento,455826755,Meia Praia,3q+,55,139821.4168,1013.1986724637682,1100.0,2025-02-12,2025-04-16,369817.5154492754,221890.50926956523,False
711032530664362412,1,1.0,2,casa,411344539,Varzea,Studio/1q,35,6019.5,171.9857142857143,149.0,2025-01-27,2025-04-06,62774.78571428572,37664.87142857143,True
769461318721075633,2,3.0,10,casa,489316663,Meia Praia,2q,36,20500.0,569.4444444444445,500.0,2025-02-12,2025-03-31,207847.22222222222,124708.33333333333,True
